id,label
n1182,"Roberts Sgb, 2011, Pers Relationship, V18, P439, Doi 10.1111/j.1475-6811.2010.01310.x"
n1183,"Hansen Mt, 1999, Admin Sci Quart, V44, P82, Doi 10.2307/2667032"
n1184,"Marsden Pv, 1984, Soc Forces, V63, P482, Doi 10.2307/2579058"
n1185,"Tortoriello M, 2011, Organ Sci, V23, P1024, Doi Doi 10.1287/0rsc.1110.0688"
n1186,"Anderson Mh, 2008, J Organ Behav, V29, P51, Doi 10.1002/job.459"
n1187,"Totterdell P, 2008, Soc Networks, V30, P283, Doi 10.1016/j.socnet.2008.04.003"
n1188,"Toegel G, 2007, Pers Psychol, V60, P337, Doi 10.1111/j.1744-6570.2007.00076.x"
n1189,"Zhou J, 2009, J Appl Psychol, V94, P1544, Doi 10.1037/a0016285"
n1190,"Galinsky Ad, 2008, J Pers Soc Psychol, V95, P1450, Doi 10.1037/a0012633"
n1191,"Totterdell P, 2004, J Appl Psychol, V89, P854, Doi 10.1037/0021-9010.89.5.854"
n1192,"Cook Ks, 1992, Annu Rev Sociol, V18, P109"
n1193,"Caldwell Df, 1982, J Appl Psychol, V67, P124, Doi 10.1037/0021-9010.67.1.124"
n1194,"Snyder M., 1987, Public Appearances P"
n1195,"Burt Rs, 1998, Soc Networks, V20, P63, Doi 10.1016/s0378-8733(97)00005-1"
n1196,"Grant Adam, 2013, Give And Take"
n1197,"Sasovova Z, 2010, Admin Sci Quart, V55, P639"
n1198,"Liu Yw, 2010, J Psychol, V144, P243, Doi 10.1080/00223981003648260"
n1199,"Brass Dj, 1993, Acad Manage J, V36, P441, Doi 10.2307/256588"
n1200,"Yamagishi T, 1988, Am J Sociol, V93, P833, Doi 10.1086/228826"
n1201,"Venkataramani V, 2010, J Appl Psychol, V95, P1071, Doi 10.1037/a0020214"
n1202,"Baer M, 2010, J Appl Psychol, V95, P592, Doi 10.1037/a0018761"
n1203,"Hogan R, 1988, Am Psychol, V43, P621, Doi 10.1037//0003-066x.43.8.621"
n1204,"Fang Rl, 2009, J Occup Organ Psych, V82, P405, Doi 10.1348/096317908x311705"
n1205,"Lee Yh, 2010, Soc Behav Personal, V38, P197, Doi 10.2224/sbp.2010.38.2.197"
n1206,"Mund M, 2014, J Pers Soc Psychol, V107, P352, Doi 10.1037/a0036719"
n1207,"Swann Wb, 2005, Pers Soc Psychol B, V31, P155, Doi 10.1177/0146167204271591"
n1208,"Neubert Mj, 2004, Leadership Quart, V15, P175, Doi 10.1016/j.leaqua.2004.02.006"
n1209,"Balkundi P, 2011, J Appl Psychol, V96, P1209, Doi 10.1037/a0024890"
n1210,"Breiger Rl, 1979, Soc Psychol, V42, P262, Doi 10.2307/3033769"
n1211,"Asendorpf Jb, 1998, J Pers Soc Psychol, V74, P1531, Doi 10.1037/0022-3514.74.6.1531"
n1212,"Pollet Tv, 2011, J Individ Differ, V32, P161, Doi 10.1027/1614-0001/a000048"
n1213,"Oh H, 2008, J Appl Psychol, V93, P1155, Doi 10.1037/0021-9010.93.5.1155"
n1214,"Kalish Y, 2006, Soc Networks, V28, P56, Doi 10.1016/j.socnet.2005.04.004"
n1215,"Flynn Fj, 2006, J Pers Soc Psychol, V91, P1123, Doi 10.1037/0022-3514.91.6.1123"
n1216,"Burt Rs, 2004, Am J Sociol, V110, P349, Doi 10.1086/421787"
n1217,"Emirbayer M, 1994, Am J Sociol, V99, P1411, Doi 10.1086/230450"
n1218,"Brass Dj, 1984, Admin Sci Quart, V29, P518, Doi 10.2307/2392937"
n1219,"Fleeson W, 2009, J Pers Soc Psychol, V97, P1097, Doi 10.1037/a0016786"
n1220,"Anderson C, 2012, J Pers, V80, P313, Doi 10.1111/j.1467-6494.2011.00734.x"
n1221,"Kalish Y, 2008, Asian J Soc Psychol, V11, P53, Doi 10.1111/j.1467-839x.2007.00243.x"
n1222,"Tett Rp, 2003, J Appl Psychol, V88, P500, Doi 10.1037/0021-9010.88.3.500"
n1223,"Ramirez Jm, 2016, Voluntas, V27, P209, Doi 10.1007/s11266-015-9563-5"
n1224,"Machin J., 2010, Eco2 Modelo Incidenc"
n1225,"Barabasi A. L., 2002, Linked New Sci Netwo"
n1226,"Haesbaert Rogerio, 2011, Mito Desterritoriali"
n1227,"Rocuts A., 2009, Thesis U Politecnica"
n1228,"Milanese E., 2001, Prevencion Cura Form"
n1229,"Fergusson S., 2007, Hacia Modelo Inclusi"
n1230,"Christakis Nicolas A., 2010, Conectados Sorprende"
n1231,"Milanese E., 2009, Tratamiento Comunita"
n1232,"Moreno J. L., 1953, Who Shall Survive"
n1233,"Watts D, 2006, Seis Grados Separaci"
n1234,"Erdos P, 1959, Publ Math-debrecen, V6, P290"
n1235,"Machin J., 2011, Redes Sociales Incid"
n1236,"Solomonoff Ray, 1951, Bull Math Biophys, V13, P107, Doi 10.1007/bf02478357"
n1237,"Axelrod R., 2004, Complejidad Cooperac"
n1238,"Machin J., 2013, Comunidad Transnacio, P97"
n1239,"Kaldor M., 2003, Global Civil Soc"
n1240,"Watts Dj, 2002, Science, V296, P1302, Doi 10.1126/science.1070120"
n1241,"Gimenez G., 2003, Rev Mex Sociol, V65, P383"
n1242,"Boyd D., 2007, J Comput-mediat Comm, V13, P201"
n1243,"Mellucci A., 1996, Challenging Codes Co"
n1244,"Monsivais C., 1992, Entrada Libre Cronic"
n1245,"Cnpdypc-usaid, 2012, Sist Buen Pract Prev"
n1246,"Kleinberg J., 2000, P Ann Acm S Theor Co, V32, P163, Doi Doi 10.1145/335305.335325"
n1247,"Machin J., 2010, Redes Rev Hispana An, V18, P12"
n1248,"Cyram, 2011, Netminer 4 0 0"
n1249,"Merton Rk, 1968, Science, V159, P56, Doi 10.1126/science.159.3810.56"
n1250,"Cohen Jean-louis, 2000, Soc Civil Teoria Pol"
n1251,"Milgram S, 1967, Psychol Today, V1, P61"
n1252,"Ronfeldt D., 1998, Zapatista Social Net"
n1253,"Castells M., 1999, Era Inform, V1"
n1254,"Erdos P, 1960, Publ Math I Hung, P17, Doi Doi 10.2307/1999405"
n1255,"Sija (sistema Integral De Justicia Para Adolescentes), 2009, Nav Lib Mem"
n1256,"Dabas E., 1995, Redes Lenguaje Vincu"
n1257,"Barnes Ja, 1954, Hum Relat, V7, P39, Doi 10.1177/001872675400700102"
n1258,"Fernandez F., 1994, Redes Que Dan Libert"
n1259,"Wandersman A, 2008, Am J Commun Psychol, V41, P171, Doi 10.1007/s10464-008-9174-z"
n1260,"Surra Ca, 1985, J Pers Soc Psychol, V49, P357, Doi 10.1037/0022-3514.49.2.357"
n1261,"Liberman N, 2002, J Exp Soc Psychol, V38, P523, Doi 10.1016/s0022-1031(02)00535-8"
n1262,"Luhtanen R, 1992, Pers Soc Psychol B, V18, P302, Doi 10.1177/0146167292183006"
n1263,"Galliot Mt, 2010, Effortful Energy Dem, P169"
n1264,"Fujita K, 2006, Psychol Sci, V17, P278, Doi 10.1111/j.1467-9280.2006.01698.x"
n1265,"Knee Cr, 2008, J Pers Soc Psychol, V95, P608, Doi 10.1037/0022-3514.95.3.608"
n1266,"Milardo Robert M., 1988, Families Social Netw, P13"
n1267,"Matthews Ra, 2010, J Occup Health Psych, V15, P330, Doi 10.1037/a0019302"
n1268,"Spencer L., 2006, Rethinking Friendshi"
n1269,"Dunbar Rim, 1995, Hum Nature-int Bios, V6, P273, Doi 10.1007/bf02734142"
n1270,"Mccrea Sm, 2008, Psychol Sci, V19, P1308, Doi 10.1111/j.1467-9280.2008.02240.x"
n1271,"Vallacher Rr, 1989, J Pers Soc Psychol, V57, P660, Doi 10.1037//0022-3514.57.4.660"
n1272,"Forster J, 2010, Eur J Soc Psychol, V40, P524, Doi 10.1002/ejsp.656"
n1273,"Dhar R, 2007, J Consum Psychol, V17, P96, Doi 10.1016/s1057-7408(07)70014-1"
n1274,"Miller J, 1991, Q J Exp Psychol-a, V43, P907"
n1275,"Trope Y, 2000, J Pers Soc Psychol, V79, P876, Doi 10.1037//0022-3514.79.6.876"
n1276,"Sudman S, 1985, Soc Networks, V7, P127, Doi 10.1016/0378-8733(85)90002-4"
n1277,"Trope Y, 2010, Psychol Rev, V117, P440, Doi 10.1037/a0018963"
n1278,"Forster J, 2010, J Exp Soc Psychol, V46, P237, Doi 10.1016/j.jesp.2009.08.009"
n1279,"Thaler Rh, 2008, Market Sci, V27, P15, Doi 10.1287/mksc.1070.0330"
n1280,"Aldenderfer Ms, 1978, Am Antiquity, V43, P502, Doi 10.2307/279415"
n1281,"Mihailidis P, 2014, Inform Commun Soc, V17, P1059, Doi 10.1080/1369118x.2013.877054"
n1282,"Milardo Rm, 1992, J Soc Pers Relat, V9, P447, Doi 10.1177/0265407592093007"
n1283,"Mcpherson Jm, 1992, Am Sociol Rev, V57, P153, Doi 10.2307/2096202"
n1284,"Schmeichel Bj, 2011, Soc Psychol Pers Sci, V2, P182, Doi 10.1177/1948550610385955"
n1285,"Epstude K, 2011, J Exp Soc Psychol, V47, P1017, Doi 10.1016/j.jesp.2011.03.019"
n1286,"Strauss A., 1978, Studies Symbolic Int, P119"
n1287,"Salzinger Ll, 1982, Soc Networks, V4, P117, Doi 10.1016/0378-8733(82)90029-6"
n1288,"Freitas Al, 2004, J Exp Soc Psychol, V40, P739, Doi 10.1016/j.jesp.2004.04.003"
n1289,"Milardo Rm, 1989, J Marriage Fam, V51, P165, Doi 10.2307/352377"
n1290,"Trope Y, 2003, Psychol Rev, V110, P403, Doi 10.1037/0033-295x.110.3.403"
n1291,"Milardo Rm, 1983, J Pers Soc Psychol, V44, P964"
n1292,"Miller S., 1986, Generations, V10, P6"
n1293,"Rands M., 1988, Families Social Netw, P127"
n1294,"Jukic T, 2016, P98"
n1295,"Statista, 2016, Numb Soc Netw Us Wor"
n1296,"Zupan G., 2013, Uporaba Druzabnih Me"
n1297,"Zupan G., 2014, Uporaba Interneta Go"
n1298,"Giannakouris K., 2014, Social Media Stat Us"
n1299,"Statista, 2016, Lead Soc Netw Worldw"
n1300,"Stelzner, 2015, 2015 Soc Med Mark In"
n1301,"Cohen, 2015, Report Many Posts Pe"
n1302,"Eurostat, 2015, Inf Soc Stat Hous In"
n1303,"Merriam-webster.com, 2015, Soc Netw"
n1304,"Criado Ji, 2013, Gov Inform Q, V30, P319, Doi 10.1016/j.giq.2013.10.003"
n1305,"Eurostat, 2015, Dat Inf Soc"
n1306,"Jain S., 2012, 40 Most Popular Soci"
n1307,"Eurostat, 2015, Int Us Inf Soc Stat"
n1308,"Un Department Of Economic And Social Affairs, 2014, Un E Gov Surv 2014 E"
n1309,"Milanovic R., 2015, Worlds 21 Most Impor"
n1310,"Laits-liberal Arts Instructional Technology Services, 2016, Public Policy Proces"
n1311,"Mergel I., 2010, Pa Times, V33"
n1312,"Statista, 2016, Soc Netw Stat Facts"
n1313,"Sokolyuk Om, 2016, Inf Technol Learn To, V55, P55"
n1314,"Laptev V. V., 2013, Vysshee Obrazovanie, P79"
n1315,"Kastels M., 2000, Inform Age Ec Soc Cu"
n1316,"Protsenko H. O., 2010, Kompiuter Shkoli Ta, P31"
n1317,"Voronkin A.s., 2016, Obrazovatelnye Tehno, P620"
n1318,"Patarakin E. D., 2007, Social Services Web"
n1319,"Starodubcev V.a., 2012, Vysshee Obrazovanie, P108"
n1320,"Leontev V.p., 2008, Mobile Internet Comp"
n1321,"Skripkina Ju.v., 2011, Internet Zh Jejdos"
n1322,"Bunina V.g., 2008, Pravo Upravlenie, V2, P1"
n1323,"Kastels M., 2004, Galaxy Internet Refl"
n1324,"Sokoliuk O. M., 2016, Naukovi Zapysky Vypu, P166"
n1325,"Yatsyshyn A. V., 2014, Infrom Tekhnolohii O, V19, P119"
n1326,"Dvoretska H.v., 2001, Sociology"
n1327,"Jakovleva I.v., 2009, Serija Inform Kompju, V5, P159"
n1328,"Adkins S.s., 2013, Worldwide Market Sel"
n1329,"Protsenko H.o., 2007, Kompiuter Shkoli Ta, P15"
n1330,"Kuzminska O.h., 2011, Kompiuter Shkoli Ta, P12"
n1331,"New Media Consortium (nmc), 2015, Nmc Hor Rep 2015 Hig"
n1332,"Kapterev A. I., 2005, Knowledge Management"
n1333,"Patarakin E.d., 2009, Shk Tehnologii Nauch, P88"
n1334,"Jakovleva I. V., 2009, Inform Tehnologii Ob"
n1335,"Lytvynova S.h., 2016, Problemy Metodyky Fi, P197"
n1336,"Kremen V. H., 2013, Theory Practice Soci, P3"
n1337,"Shalimov A. B., 2013, Diskussija Ezhemesja, V11, P37"
n1338,"[anonymous], 2005, Unesco World Rep Kno"
n1339,"Ospennikova E.v., 2003, 2 Hours 1"
n1340,"Jakovleva I.v., 2014, Pedagogicheskoe Obra, P226"
n1341,"Polat E. S., 2001, Executive P I"
n1342,"Jakovleva I.v., 2012, Pedagogicheskoe Obra, P118"
n1343,"Pinchuk O. P., 2015, Inform Technologies, V4, P14"
n1344,"Kilgo Dk, 2016, Digit Journal, V4, P784, Doi 10.1080/21670811.2015.1104257"
n1345,"Pew Research Center, 2015, Ev Rol News Twitt Fa"
n1346,"Bennett Wl, 2008, Polit Commun, V25, P269, Doi 10.1080/10584600802197434"
n1347,"Dumenco Simon, 2011, Advertisingage"
n1348,"Perez Sarah, 2013, Techcrunch"
n1349,"Singer J.b., 2011, Participatory Journa"
n1350,"Bowman Shayne, 2003, We Media Audiences A"
n1351,"Gillmor Dan, 2006, We Media Grassroots"
n1352,"Thompson David, 2001, Newspaper Res J, V22, P16"
n1353,"Freelon D.c., 2013, Int J Internet Sci, V8, P10"
n1354,"Boulianne S, 2009, Polit Commun, V26, P193, Doi 10.1080/10584600902854363"
n1355,"Dimitrova Dv, 2006, J Comput-mediat Comm, V12, P248, Doi 10.1111/j.1083-6101.2006.00324.x"
n1356,"Kaye Bk, 2014, J Comput-mediat Comm, V19, P643, Doi 10.1111/jcc4.12055"
n1357,"Mindich D., 2005, Tuned Out Why Am 40"
n1358,"Xenos M, 2008, Civic Life Online Le, P51, Doi Doi 10.1162/dmal.9780262524827.051"
n1359,"Anderson Monica, 2014, Social Media Is Resh"
n1360,"Holton Avery E., 2011, Elect J Communicatio, V21"
n1361,"Boyd D., 2007, Macarthur Fdn Series, P119, Doi Doi 10.1162/dmal.9780262524834.119"
n1362,"Dibean Wendy, 2004, Online News Public, P257"
n1363,"Lavrusik Vadim, 2010, Mashable"
n1364,"Djamasbi S, 2010, Int J Hum-comput St, V68, P307, Doi 10.1016/j.ijhcs.2009.12.006"
n1365,"Hermida A., 2014, Tell Everyone Why We"
n1366,"Java A, 2007, P 9 Webkdd 1 Sna Kdd, P56, Doi Doi 10.1145/1348549.1348556"
n1367,"Neuendorf Ka, 2001, Content Anal Guidebo"
n1368,"Doe Gissimme, 2014, Chron"
n1369,"Hayes A. S., 2007, J Mass Media Ethics, V22, P262, Doi Doi 10.1080/08900520701583545"
n1370,"Lasorsa Dl, 2012, Journalism Stud, V13, P19, Doi 10.1080/1461670x.2011.571825"
n1371,"Neely Jeffrey C., 2013, Youth Soc, P1"
n1372,"Poindexter Paula M., 2012, Millennials News Soc"
n1373,"Holcomb Jesse, 2014, News Use Social Medi"
n1374,"Desilver Drew, 2013, 5 Facts About Tumblr"
n1375,"Hillman Serena, 2014, 17 Acm C Comp Supp C, P285"
n1376,"Sasseen J., 2013, Digital Mobile Grows"
n1377,"Graybeal Geoffrey M., 2011, Essachess J Communic, V2, P127"
n1378,"Nah S, 2006, J Comput-mediat Comm, V12, P230, Doi 10.1111/j.1083-6101.2006.00323.x"
n1379,"Suau J., 2013, Journalism Practice, V8, P670, Doi [10.1080/17512786.2013.865964, Doi 10.1080/17512786.2013.865964]"
n1380,"Clark Mary Pat, 2012, Changing News Landsc"
n1381,"Borger M., 2012, Digital Journalism, V1, P117"
n1382,"Lawrence Regina G., 2013, Journalism Stud, V15, P1"
n1383,"David Domingo, 2008, Journalism Practice, V2, P326, Doi Doi 10.1080/17512780802281065"
n1384,"Grusin E. K., 2003, Newspaper Res J, V24, P91"
n1385,"Antony Mary Grace, 2010, New Media Soc"
n1386,"Lunden I., 2014, Techcrunch"
n1387,"Smith Cooper, 2013, News Business Inside"
n1388,"Tsotsis Alexia, 2014, Techcrunch"
n1389,"Ahmad Ali Nobil, 2010, J Media Practice, V11, P145, Doi Doi 10.1386/jmpr.11.2.145_1"
n1390,"Mourao Rr, 2015, Journalism, V16, P1107, Doi 10.1177/1464884914552268"
n1391,"Simpson C., 2013, Wire"
n1392,"Gao F., 2010, Elect News, V4, P218, Doi Doi 10.1177/1931243110389457"
n1393,"Howe Dorothea E., 1995, Thesis U Memphis"
n1394,"Klinenberg E, 2005, Ann Am Acad Polit Ss, V597, P48, Doi 10.1177/0002716204270346"
n1395,"Bastos Mt, 2015, Journalism Stud, V16, P305, Doi 10.1080/1461670x.2014.891857"
n1396,"Pew Research Center, 2014, Soc Netw Fact Sheet"
n1397,"Xenos Michael, 2007, Information Communication & Society, V10, P443, Doi 10.1080/13691180701559897"
n1398,"Rosenstiel Tom, 2011, Recuperado El 2"
n1399,"Marquart Emily, 2010, 3pm J Digital Res Pu, V2, P70"
n1400,"Tommasi D, 2016, Innovation-abingdon, V29, P373, Doi 10.1080/13511610.2016.1221420"
n1401,"Merton Rk, 1938, Am Sociol Rev, V3, P672, Doi 10.2307/2084686"
n1402,"Whelan C, 2016, Policing, V39, P145, Doi 10.1108/pijpsm-07-2015-0087"
n1403,"Burcher M, 2015, Glob Crime, V16, P104, Doi 10.1080/17440572.2015.1005363"
n1404,"Fleming J., 2006, Fighting Crime Toget"
n1405,"Palmer D., 2006, Police Practice Res, V7, P449, Doi Doi 10.1080/15614260601076082"
n1406,"Bachmann R, 2006, Handbook Of Trust Research, P1"
n1407,"Mcevily B, 2006, Handbook Of Trust Research, P280"
n1408,"Goldsmith A, 2005, Theor Criminol, V9, P443, Doi 10.1177/1362480605057727"
n1409,"Brewer R, 2014, Policing Waterfront"
n1410,"Burt Rs, 2000, Res Organ Behav, V22, P345, Doi 10.1016/s0191-3085(00)22009-1"
n1411,"Whelan C., 2015, Policing Soc"
n1412,"Zaheer A, 1998, Organ Sci, V9, P141, Doi 10.1287/orsc.9.2.141"
n1413,"Cotter R., 2015, Policing Soc"
n1414,"Goldsmith A, 2012, Aust Nz J Criminol, V45, P231, Doi 10.1177/0004865812443679"
n1415,"Lane C., 1998, Trust Org Conceptual, P1"
n1416,"Dupont Benoit, 2004, Polic Soc, V14, P76, Doi Doi 10.1080/1043946042000181575"
n1417,"Provan Kg, 2008, J Publ Adm Res Theor, V18, P229, Doi 10.1093/jopart/mum015"
n1418,"Bouchard M., 2014, Adv Res Illicit Netw"
n1419,"Kapucu N., 2014, Adm Soc Nov"
n1420,"Schein Eh, 2010, Org Culture Leadersh"
n1421,"Shearing C., 2010, Theoretical Criminol, V14, P1"
n1422,"Cross R. L., 2004, Hidden Power Social"
n1423,"Dupont B, 2006, Crime Law Social Ch, V45, P165, Doi 10.1007/s10611-006-9033-5"
n1424,"Brodeur J-p., 2010, The Policing Web"
n1425,"Australian Government, 2011, Ind Rev Int Comm"
n1426,"Sydow J, 2006, Handbook Of Trust Research, P377"
n1427,"Giacomantonio C, 2014, Polic Soc, V24, P545, Doi 10.1080/10439463.2013.784302"
n1428,"Wood J, 2006, Democracy, Society And The Governance Of Security, P1, Doi 10.2277/ 0521616425"
n1429,"Willem A, 2007, J Publ Adm Res Theor, V17, P581, Doi 10.1093/jopart/mul021"
n1430,"Morselli Carlo, 2014, Crime And Networks"
n1431,"Donner C., 2014, Policing, V38, P153"
n1432,"Brodeur J.-p., 2008, Hdb Knowledge Based, P9, Doi 10.1002/9780470773215.ch0a"
n1433,"Kilduff M, 2008, Interpersonal Networ"
n1434,"Fosher Kb, 2009, Construction Making"
n1435,"Roberts A, 2009, Policing, V32, P38, Doi 10.1108/13639510910937102"
n1436,"Whelan C, 2012, Networks And National Security: Dynamics, Effectiveness And Organisation, P1"
n1437,"Yip M, 2013, Polic Soc, V23, P516, Doi 10.1080/10439463.2013.780227"
n1438,"Whelan C., 2014, Security J"
n1439,"Roberts A, 2007, Policing, V30, P93, Doi 10.1108/13639510710725640"
n1440,"Murphy K, 2012, Brit J Criminol, V52, P181, Doi 10.1093/bjc/azr065"
n1441,"Gill P., 2006, Polic Soc, V16, P27, Doi [10.1080/10439460500399395, Doi 10.1080/10439460500399395]"
n1442,"Department Of Prime Minister And Cabinet, 2010, Count Terr Whit Pap"
n1443,"Gambetta D, 2009, Codes Of The Underworld: How Criminals Communicate, P1"
n1444,"Rousseau Dm, 1998, Acad Manage Rev, V23, P393, Doi 10.5465/amr.1998.926617"
n1445,"Wood J., 2007, Imagining Security"
n1446,"Loader I., 2007, Civilizing Security"
n1447,"Tyler T.r., 2006, Why People Obey Law"
n1448,"Elyashar A, 2016, Ai Commun, V29, P87, Doi 10.3233/aic-140650"
n1449,"Lindamood J., 2009, P 18 Int C World Wid, P1145, Doi Doi 10.1145/1526709.1526899"
n1450,"[anonymous], 2013, Our List Worlds Larg"
n1451,"Fire M., 2012, Human J, V1, P26"
n1452,"Stein T, 2011, P 4 Worksh Soc Netw, P8"
n1453,"Wagner C., 2012, Social Bots Attack M"
n1454,"Stringhini G., 2013, P 2013 C Int Meas C, P163, Doi Doi 10.1145/2504730.2504731"
n1455,"Chau D. H., 2007, P 16 Int C World Wid, P1283, Doi Doi 10.1145/1242572.1242809"
n1456,"Nekovee M, 2007, Physica A, V374, P457, Doi 10.1016/j.physa.2006.07.017"
n1457,"Diaz Ja, 2002, J Gen Intern Med, V17, P180, Doi 10.1046/j.1525-1497.2002.10603.x"
n1458,"Lenhart A., 2010, Pew Internet Am Life"
n1459,"Baltazar J., 2009, Trend Microresearch, V5, P10"
n1460,"Mislove A., 2010, P 3 Acm Int C Web Se, P251, Doi Doi 10.1145/1718487.1718519"
n1461,"Mislove A., 2008, P 1 Worksh Onl Soc N, P25, Doi [10.1145/1397735.1397742, Doi 10.1145/1397735.1397742]"
n1462,"Cha M., 2009, P 18 Int C World Wid, P721, Doi Doi 10.1145/1526709.1526806"
n1463,"Liben-nowell D, 2005, P Natl Acad Sci Usa, V102, P11623, Doi 10.1073/pnas.0503018102"
n1464,"Liu Y., 2011, P 2011 Acm Sigcomm C, P61, Doi Doi 10.1145/2068816.2068823"
n1465,"Elyashar A., 2013, Snaa Social Network"
n1466,"Ratkiewicz J., 2011, 5 Int Aaai C Webl So"
n1467,"Fire M., 2013, Org Mining Using Onl"
n1468,"Fire M, 2014, Ieee Commun Surv Tut, V16, P2019, Doi 10.1109/comst.2014.2321628"
n1469,"Ghosh S., 2012, P 21 Int C World Wid, P61, Doi Doi 10.1145/2187836.2187846"
n1470,"Elyashar A., 2012, 2012 Int C Soc Inf L"
n1471,"Kostka J, 2008, Lect Notes Comput Sc, V5058, P185, Doi 10.1007/978-3-540-69355-0_16"
n1472,"Wolak J., 2010, Psychol Violence, V1, P13, Doi [10.1037/2152-0828.1.s.13, Doi 10.1037/2152-0828.1.s.13]"
n1473,"Bonneau J, 2009, 2009 International Conference On Advances In Social Networks Analysis And Mining, P249, Doi 10.1109/asonam.2009.45"
n1474,"Gross Ef, 2004, J Appl Dev Psychol, V25, P633, Doi 10.1016/j.appdev.2004.09.005"
n1475,"Bilge L., 2009, P 18 Int C World Wid, P551, Doi 10.1145/1526709.1526784"
n1476,"Ratkiewicz J., 2011, P 20 Int C Comp Worl, P249"
n1477,"Balduzzi M, 2010, Lect Notes Comput Sc, V6307, P422, Doi 10.1007/978-3-642-15512-3_22"
n1478,"Ybarra Ml, 2008, Pediatrics, V121, Pe350, Doi 10.1542/peds.2007-0693"
n1479,"Manning K., Impacts Online Socia"
n1480,"Barnes Sb, 2006, 1 Monday, V11, P11, Doi Doi 10.5210/fm.v11i9.1394"
n1481,"Chu Z, 2010, P 26 Ann Comp Sec Ap, P21, Doi Doi 10.1145/1920261.1920265"
n1482,"Kwak Haewoon, 2010, P 19 Int C World Wid, P591, Doi Doi 10.1145/1772690.1772751"
n1483,"Benevenuto Fabricio, 2010, Coll El Mess Ant Spa, V6, P12"
n1484,"Ryan T., 2010, Black Hat C"
n1485,"Ugander J., 2011, Anatomy Facebook Soc"
n1486,"O'cass A., 2003, J Retailing Consumer, V10, P81, Doi Doi 10.1016/s0969-6989(02)00004-8"
n1487,"Mahmood S, 2013, Lect Notes Soc Netw, P47, Doi 10.1007/978-3-7091-0894-9_2"
n1488,"Fire M., 2014, Soc Netw Anal Min, V4, P1, Doi Doi 10.1007/s13278-014-0194-4"
n1489,"Cheng X., 2008, 16 Int Worksh Qual S, P229"
n1490,"Cao Q., 2012, P Nsdi"
n1491,"Peterson K, 2009, Lect Notes Comput Sc, V5621, P256, Doi 10.1007/978-3-642-02774-1_28"
n1492,"Elovici Y., 2013, Sci Eng Ethics, P1"
n1493,"Boshmaf Y, 2013, Comput Netw, V57, P556, Doi 10.1016/j.comnet.2012.06.006"
n1494,"Stringhini G., 2010, P 26 Ann Comp Sec Ap, P1, Doi Doi 10.1145/1920261.1920263"
n1495,"Wilson Re, 2012, Perspect Psychol Sci, V7, P203, Doi 10.1177/1745691612442904"
n1496,"[anonymous], 2013, Ec Imp Cyb Cyb Esp"
n1497,"Lee K., 2010, P 33 Int Acm Sigir C, P435, Doi [10.1145/1835449.1835522, Doi 10.1145/1835449.1835522]"
n1498,"Butala Nm, 2015, Transplantation, V99, P2617, Doi 10.1097/tp.0000000000000773"
n1499,"Rao Ps, 2009, Transplantation, V88, P231, Doi 10.1097/tp.0b013e3181ac620b"
n1500,"Unos, 2013, Optn Unos Board Appr"
n1501,"Garonzik-wang Jm, 2012, Am J Transplant, V12, P400, Doi 10.1111/j.1600-6143.2011.03789.x"
n1502,"Massie A, 2009, Am J Transplant, V9, P1550, Doi 10.1111/j.1600-6143.2009.02670.x"
n1503,"Landon Be, 2013, Med Care, V51, P715, Doi 10.1097/mlr.0b013e3182977991"
n1504,"Sung Rs, 2008, Am J Transplant, V8, P783, Doi 10.1111/j.1600-6143.2008.02157.x"
n1505,"Venugopal S, 2013, Complex Networks, P199"
n1506,"Fowler Jh, 2008, Brit Med J, V337, Doi 10.1136/bmj.a2338"
n1507,"Gerber Da, 2010, Am J Transplant, V10, P1081, Doi 10.1111/j.1600-6143.2010.03036.x"
n1508,"Irish Wd, 2010, Am J Transplant, V10, P2279, Doi 10.1111/j.1600-6143.2010.03179.x"
n1509,"Smith Jm, 2012, Am J Transplant, V12, P3191, Doi 10.1111/j.1600-6143.2012.04259.x"
n1510,"Massie Ab, 2010, Am J Transplant, V10, P2472, Doi 10.1111/j.1600-6143.2010.03294.x"
n1511,"Fruchterman Tmj, 1991, Software Pract Exper, V21, P1129, Doi 10.1002/spe.4380211102"
n1512,"Kayler Lk, 2011, Am J Transplant, V11, P77, Doi 10.1111/j.1600-6143.2010.03359.x"
n1513,"Landon Be, 2012, Jama-j Am Med Assoc, V308, P265, Doi 10.1001/jama.2012.7615"
n1514,"Christakis Na, 2007, New Engl J Med, V357, P370, Doi 10.1056/nejmsa066082"
n1515,"Leppke S, 2013, Transplant Rev-orlan, V27, P50, Doi 10.1016/j.trre.2013.01.002"
n1516,"Sokolich J, 2011, Clin Transplant, V25, P856, Doi 10.1111/j.1399-0012.2010.01356.x"
n1517,"Barnett Ml, 2011, Health Serv Res, V46, P1592, Doi 10.1111/j.1475-6773.2011.01262.x"
n1518,"Vinkers Mt, 2009, Prog Transplant, V19, P365"
n1519,"Matas Aj, 2013, Am J Transplant S, V1, P11"
n1520,"Suthanthiran M, 1994, New Engl J Med, V331, P365, Doi 10.1056/nejm199408113310606"
n1521,"Gardy Jl, 2011, New Engl J Med, V364, P730, Doi 10.1056/nejmoa1003176"
n1522,"Barnett Ml, 2012, Med Care, V50, P152, Doi 10.1097/mlr.0b013e31822dcef7"
